Gizmodo technology blog_**_http://dbpedia.org/resource/Gizmodo	Work	0.334976739132	Software	0.334976739132	Person	0.319854755485	Device	0.319460409668	InformationAppliance	0.319460409668	Agent	0.247052456988	Company	0.227200093127	Organisation	0.226251800275	Band	0.191270330592	Group	0.191270330592		GOLD_STANDARD:	
Apple brand_**_PRO47026238810201852	InformationAppliance	0.43430798049	Device	0.43430798049	Software	0.420485258879	Work	0.408254691658	Organisation	0.378807555437	Company	0.373085796988	Agent	0.3565363242	Website	0.347101855553	Band	0.286266445327	Group	0.286266445327		GOLD_STANDARD:	
Apple TRADEMARK_**_http://dbpedia.org/resource/Trademark	Company	0.470319997472	InformationAppliance	0.442588197424	Device	0.442588197424	Organisation	0.429821427587	Software	0.424181564644	Work	0.408150732124	Agent	0.403878901757	Website	0.327996569525	Person	0.313080061353	Band	0.276910563655		GOLD_STANDARD:	
Apple store_**_http://dbpedia.org/resource/Apple_Store	InformationAppliance	0.445007102328	Device	0.445007102328	Software	0.429424490685	Work	0.410123455444	Organisation	0.348783646502	Agent	0.336236651224	Website	0.313618279238	Band	0.301788649642	Group	0.301788649642	Person	0.29859566539		GOLD_STANDARD:	Agent	Organisation	Company
IPhone 4 issue FBK_**_OTH36541780928675207	Software	0.427408670468	Work	0.397340607559	InformationAppliance	0.272445400506	Device	0.272445400506	Website	0.247000293011	Company	0.222446240239	Organisation	0.215639011155	Agent	0.210808609706	Person	0.193902204637	Band	0.140550397395		GOLD_STANDARD:	
Apple division_**_ORG55895983009005716	Company	0.379124184025	Software	0.373310687474	Work	0.363892132281	Organisation	0.357189940145	Device	0.355700587379	InformationAppliance	0.355700587379	Agent	0.350907019065	Person	0.328916795286	Website	0.316799356313	Band	0.214067303288		GOLD_STANDARD:	
iBook_**_http://dbpedia.org/resource/IBook	InformationAppliance	0.552877379461	Device	0.552877379461	Software	0.453791799603	Work	0.429359617489	Website	0.30719870692	Organisation	0.291748756749	Company	0.281829200752	Agent	0.26984813653	Band	0.225306379008	Group	0.225306379008		GOLD_STANDARD:	Device	InformationAppliance
profits_**_FIN55896206410543487	Company	0.184081655403	Website	0.178430053132	Organisation	0.170154891242	Agent	0.158425416459	Work	0.117583991233	Person	0.117372254719	Software	0.105414778854	Planet	0.104386340051	CelestialBody	0.104386340051	Band	0.102372521776		GOLD_STANDARD:	
UK iTunes prices_**_FIN55899157220703028	Software	0.341931017134	Band	0.338493812893	Group	0.338493812893	Work	0.332244050685	Organisation	0.323913871896	InformationAppliance	0.317788217469	Device	0.317788217469	Agent	0.29184691689	Website	0.283809218436	Company	0.272114129513		GOLD_STANDARD:	
podcast_**_http://dbpedia.org/resource/Podcast	Website	0.439014252361	Work	0.251205817852	Software	0.21364413095	Person	0.200522011321	Device	0.184336853887	InformationAppliance	0.184336853887	Agent	0.14928123368	Band	0.145131982983	Group	0.145131982983	Planet	0.141680593502		GOLD_STANDARD:	
Steve Jobs_**_http://dbpedia.org/resource/Steve_Jobs	Person	0.652975440546	Website	0.319561851258	Agent	0.265386971424	InformationAppliance	0.236680036109	Device	0.236680036109	Work	0.230829060363	Company	0.218904514011	Software	0.213082502184	Organisation	0.210017190121	Band	0.18810976975		GOLD_STANDARD:	Agent	Person
MWCC_**_http://dbpedia.org/resource/Moscone_Center	Planet	0.117673851505	CelestialBody	0.117673851505	Person	0.110745041099	Company	0.0987452855349	Website	0.0938129674095	Agent	0.0923012979699	Organisation	0.0870316570759	Place	0.0823676549181	PopulatedPlace	0.0470614583312	Settlement	0.0470614583312		GOLD_STANDARD:	
iPhone trademark_**_PRO55895867905093419	Software	0.456014420049	Work	0.440383457637	InformationAppliance	0.416117297568	Device	0.416117297568	Website	0.36222864558	Organisation	0.297559750668	Agent	0.291415771819	Company	0.282204665546	Band	0.277283447796	Group	0.277283447796		GOLD_STANDARD:	
Apple logo_**_PRO55735156504893551	InformationAppliance	0.437532364907	Device	0.437532364907	Software	0.429791516595	Work	0.417572324262	Website	0.356476362599	Organisation	0.34880867098	Company	0.348353195414	Agent	0.339634868316	Band	0.310386687858	Group	0.310386687858		GOLD_STANDARD:	
memory space_**_PRO55898531803660803	Planet	0.250132226886	CelestialBody	0.250132226886	Software	0.175901097999	Device	0.168201870061	InformationAppliance	0.168201870061	Work	0.168182063661	Band	0.135206575678	Group	0.135206575678	Place	0.133905057541	Website	0.129586891974		GOLD_STANDARD:	
Beatles_**_http://dbpedia.org/resource/The_Beatles	InformationAppliance	0.245321987277	Device	0.245321987277	Organisation	0.235689626574	Agent	0.213537413672	Company	0.193548756746	Website	0.191270330592	Planet	0.177256762064	CelestialBody	0.177256762064	Work	0.168176859233	Software	0.163558164961		GOLD_STANDARD:	Agent	Organisation	Group	Band
software developers_**_PER56086603337165650	Software	0.427519702807	Work	0.421260441294	Website	0.389964133725	Company	0.267012220104	Organisation	0.254619549289	Agent	0.246830982426	InformationAppliance	0.229348718842	Device	0.229348718842	Person	0.219570998408	Band	0.141306300369		GOLD_STANDARD:	
