PARIS_**_http://dbpedia.org/resource/Paris	Settlement	0.372123588187	PopulatedPlace	0.17982231376	Place	0.17982231376	Country	0.131746995153	Company	0.0282111981297	Organisation	0.0282111981297	Agent	0.0282111981297		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Lidl_**_http://dbpedia.org/resource/Lidl	Organisation	0.229315481831	Company	0.229315481831	Agent	0.229315481831	Country	0.0602564794028	PopulatedPlace	0.0522738531803	Place	0.0522738531803	Settlement	0.0363086007352		GOLD_STANDARD:	Agent	Organisation	Company
Paris_**_http://dbpedia.org/resource/Paris	Settlement	0.372123588187	PopulatedPlace	0.314924203378	Place	0.314924203378	Country	0.300624357176	Organisation	0.0394513823722	Company	0.0394513823722	Agent	0.0394513823722		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Les Echos_**_http://dbpedia.org/resource/Les_Échos_(France)	Settlement	0.38175308273	PopulatedPlace	0.222075447092	Place	0.222075447092	Country	0.142236629274	Company	0.0368159497132	Organisation	0.0368159497132	Agent	0.0368159497132		GOLD_STANDARD:	
Metro_**_http://dbpedia.org/resource/Metro_AG	Settlement	0.0541268426406	Organisation	0.0486235297981	Company	0.0486235297981	Agent	0.0486235297981	PopulatedPlace	0.0297058784957	Place	0.0297058784957	Country	0.0174953964233		GOLD_STANDARD:	Agent	Organisation	Company
France_**_http://dbpedia.org/resource/France	Settlement	0.392463894461	PopulatedPlace	0.347965903522	Place	0.347965903522	Country	0.318300576229	Organisation	0.0415465075327	Company	0.0415465075327	Agent	0.0415465075327		GOLD_STANDARD:	Place	PopulatedPlace	Country
Germany_**_http://dbpedia.org/resource/Germany	Country	0.365417772524	PopulatedPlace	0.271880296769	Place	0.271880296769	Settlement	0.131574083137	Company	0.0433409349799	Organisation	0.0433409349799	Agent	0.0433409349799		GOLD_STANDARD:	Place	PopulatedPlace	Country
German_**_http://dbpedia.org/resource/Germany	Country	0.393952757118	PopulatedPlace	0.269945333165	Place	0.269945333165	Settlement	0.0839341972357	Organisation	0.0417145283566	Company	0.0417145283566	Agent	0.0417145283566		GOLD_STANDARD:	Place	PopulatedPlace	Country
Dia_**_http://dbpedia.org/resource/Dia_(supermarket_chain)	Settlement	0.0453912846714	PopulatedPlace	0.0424872059255	Place	0.0424872059255	Country	0.0410351665526	Organisation	0.0341546156312	Company	0.0341546156312	Agent	0.0341546156312		GOLD_STANDARD:	Agent	Organisation	Company
Aldi_**_http://dbpedia.org/resource/Aldi	Organisation	0.222380054275	Company	0.222380054275	Agent	0.222380054275	Country	0.0363837496382	PopulatedPlace	0.0240886440777	Place	0.0240886440777	Settlement	-0.00050156704335		GOLD_STANDARD:	Agent	Organisation	Company
French_**_http://dbpedia.org/resource/France	Country	0.347173380617	PopulatedPlace	0.3110122403	Place	0.3110122403	Settlement	0.256770529824	Company	0.0285688211476	Organisation	0.0285688211476	Agent	0.0285688211476		GOLD_STANDARD:	Place	PopulatedPlace	Country
