Ford 2008 model_**_PRO46393215961360911	Automobile	0.469548801035	MeanOfTransportation	0.469548801035	Company	0.355244847037	Organisation	0.334528283467	Agent	0.281073775609	TradeUnion	0.210228902045	Person	0.206237464609	Continent	0.154109965596	City	0.14968599881	OfficeHolder	0.133892435174		GOLD_STANDARD:	
Ford Falcon + Ford Territory_**_PRO46493821348522252	MeanOfTransportation	0.480193427112	Automobile	0.480193427112	Company	0.319937948592	Organisation	0.296254200833	Agent	0.254154000306	Person	0.195213719567	TradeUnion	0.15415171428	OfficeHolder	0.134364415214	City	0.119276838928	Country	0.109751140745		GOLD_STANDARD:	
Penske Automotive Group_**_http://dbpedia.org/resource/Penske_Automotive_Group	Company	0.374000786457	Organisation	0.353975048113	TradeUnion	0.253846356394	Agent	0.236961644038	MeanOfTransportation	0.211456100815	Automobile	0.211456100815	City	0.127230202188	Settlement	0.112326747765	Person	0.0965455591471	Continent	0.0952178800254		GOLD_STANDARD:	Agent	Organisation	Company
markets_**_FIN45380815065658778	Continent	0.208787030574	TradeUnion	0.163241459142	Organisation	0.123982007369	Country	0.120776494419	Company	0.117438765407	PopulatedPlace	0.108664901648	Place	0.102102906978	Agent	0.0826826388185	OfficeHolder	0.0424656367106	Planet	0.0364829602845		GOLD_STANDARD:	
Ford Durango_**_http://dbpedia.org/resource/Ford_Durango	Company	0.254944395583	Organisation	0.235679269554	Agent	0.187862186141	City	0.123656265306	Person	0.120918269363	TradeUnion	0.120088513377	Settlement	0.100630528608	Continent	0.074480010017	OfficeHolder	0.0723518021118	PopulatedPlace	0.070500920523		GOLD_STANDARD:	MeanOfTransportation	Automobile
plant - GM_**_PRO45388585944101069	Company	0.222154533391	Organisation	0.211045321539	Agent	0.171182357762	Automobile	0.153393308597	MeanOfTransportation	0.153393308597	TradeUnion	0.144390050428	Person	0.115374208474	Planet	0.0991930951316	CelestialBody	0.0991930951316	OfficeHolder	0.0846272565556		GOLD_STANDARD:	
DaimlerChrysler stake in Chrysler_**_FIN47042131636883213	Company	0.567014293861	Organisation	0.517094051685	Agent	0.34756106315	Automobile	0.29032211127	MeanOfTransportation	0.29032211127	TradeUnion	0.217572598628	City	0.115483448564	Person	0.110214879202	Country	0.0984186411763	PopulatedPlace	0.0958634554681		GOLD_STANDARD:	
a US bankruptcy court_**_PRO45387539286496249	TradeUnion	0.213236379027	Organisation	0.140724083449	Company	0.128638700852	Continent	0.125038453657	Agent	0.114029803443	Country	0.110958845629	PopulatedPlace	0.100386705987	OfficeHolder	0.0951345190283	Place	0.0933979003992	City	0.0815513303026		GOLD_STANDARD:	
Ford_**_http://dbpedia.org/resource/Ford_Motor_Company	MeanOfTransportation	0.590675022836	Automobile	0.590675022836	Company	0.393710895779	Organisation	0.358972911666	Agent	0.303847541392	Person	0.226672023009	TradeUnion	0.150545006984	City	0.149967976331	OfficeHolder	0.1337628275	Settlement	0.105848733573		GOLD_STANDARD:	
Lehman Brothers_**_NIL	Person	0.177288576082	OfficeHolder	0.150180334232	Agent	0.118901397943	MeanOfTransportation	0.100662674644	Automobile	0.100662674644	City	0.090262606418	TradeUnion	0.0779028438916	Organisation	0.0771962707	Company	0.0770785085014	Continent	0.0732495871612		GOLD_STANDARD:	
