PARIS_**_http://dbpedia.org/resource/Paris	Settlement	0.447216169349	PopulatedPlace	0.390045326925	Place	0.390045326925	Country	0.375752616319	Company	0.0317623173183	Organisation	0.0317623173183	Agent	0.0317623173183		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Lidl_**_http://dbpedia.org/resource/Lidl	Organisation	0.304472153641	Company	0.304472153641	Agent	0.304472153641	Country	0.232334651207	PopulatedPlace	0.183202256423	Place	0.183202256423	Settlement	0.0849374668545		GOLD_STANDARD:	Agent	Organisation	Company
Paris_**_http://dbpedia.org/resource/Paris	Country	0.467250426484	PopulatedPlace	0.463243575057	Place	0.463243575057	Settlement	0.447216169349	Organisation	0.122011684882	Company	0.122011684882	Agent	0.122011684882		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Les Echos_**_http://dbpedia.org/resource/Les_Échos_(France)	Country	0.221855443501	PopulatedPlace	0.221021317353	Place	0.221021317353	Settlement	0.219353065057	Company	0.120481331902	Organisation	0.120481331902	Agent	0.120481331902		GOLD_STANDARD:	
Metro_**_http://dbpedia.org/resource/Metro_AG	Organisation	0.135300579593	Company	0.135300579593	Agent	0.135300579593	Settlement	0.111793974015	PopulatedPlace	0.0694252864969	Place	0.0694252864969	Country	0.0482409427378		GOLD_STANDARD:	Agent	Organisation	Company
France_**_http://dbpedia.org/resource/France	Country	0.5757181243	PopulatedPlace	0.567611464478	Place	0.567611464478	Settlement	0.555451474745	Organisation	0.12472941393	Company	0.12472941393	Agent	0.12472941393		GOLD_STANDARD:	Place	PopulatedPlace	Country
Germany_**_http://dbpedia.org/resource/Germany	Country	0.557009193976	PopulatedPlace	0.452731881227	Place	0.452731881227	Settlement	0.296315912105	Company	0.180690476893	Organisation	0.180690476893	Agent	0.180690476893		GOLD_STANDARD:	Place	PopulatedPlace	Country
German_**_http://dbpedia.org/resource/Germany	Country	0.571474998118	PopulatedPlace	0.462348125029	Place	0.462348125029	Settlement	0.298657815395	Organisation	0.158574575601	Company	0.158574575601	Agent	0.158574575601		GOLD_STANDARD:	Place	PopulatedPlace	Country
Dia_**_http://dbpedia.org/resource/Dia_(supermarket_chain)	Settlement	0.124943778933	PopulatedPlace	0.120841038335	Place	0.120841038335	Country	0.118789668037	Organisation	0.0891710950358	Company	0.0891710950358	Agent	0.0891710950358		GOLD_STANDARD:	Agent	Organisation	Company
Aldi_**_http://dbpedia.org/resource/Aldi	Organisation	0.325247836708	Company	0.325247836708	Agent	0.325247836708	Country	0.155091346106	PopulatedPlace	0.0986851589366	Place	0.0986851589366	Settlement	-0.0141272154016		GOLD_STANDARD:	Agent	Organisation	Company
French_**_http://dbpedia.org/resource/France	Country	0.540899409047	PopulatedPlace	0.538771998773	Place	0.538771998773	Settlement	0.535580883362	Company	0.0904621416628	Organisation	0.0904621416628	Agent	0.0904621416628		GOLD_STANDARD:	Place	PopulatedPlace	Country
