Heineken_**_http://dbpedia.org/resource/Heineken_Pilsener	Company	0.383640014441	Organisation	0.343177460402	Agent	0.343177460402	Continent	0.250689679376	Settlement	0.239373591359	PopulatedPlace	0.222148721224	Place	0.222148721224	Country	0.210689354287		GOLD_STANDARD:	
Okocim_**_http://dbpedia.org/resource/Okocim	Country	0.29113073653	PopulatedPlace	0.279661682278	Place	0.279661682278	Settlement	0.259522382747	Company	0.252549467045	Organisation	0.251285541197	Agent	0.251285541197	Continent	0.239656901581		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
WARSAW_**_http://dbpedia.org/resource/Warsaw	Country	0.222178020617	PopulatedPlace	0.201504643277	Place	0.201504643277	Settlement	0.198519245879	Organisation	0.134071286491	Agent	0.134071286491	Company	0.12500466195	Continent	0.0627617966983		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Australia_**_http://dbpedia.org/resource/Australia	Continent	0.468739778395	Country	0.293717005528	PopulatedPlace	0.242569741996	Place	0.242569741996	Company	0.142008758071	Organisation	0.122266608037	Agent	0.122266608037	Settlement	0.0648852027971		GOLD_STANDARD:	Place	PopulatedPlace	Country
SAB_**_http://dbpedia.org/resource/South_African_Breweries	Company	0.17218374649	Organisation	0.150637848007	Agent	0.150637848007	Settlement	0.130836056745	PopulatedPlace	0.0799224171325	Place	0.0799224171325	Continent	0.0623451350169	Country	0.0606133261722		GOLD_STANDARD:	Agent	Organisation	Company
Carlsberg_**_http://dbpedia.org/resource/Carlsberg_Group	Organisation	0.247499072098	Agent	0.247499072098	Company	0.244644512785	Continent	0.243348828264	Settlement	0.224672479606	PopulatedPlace	0.21016987805	Place	0.21016987805	Country	0.199214627352		GOLD_STANDARD:	Agent	Organisation	Company
Czech Republic_**_http://dbpedia.org/resource/Czech_Republic	Country	0.445301060538	PopulatedPlace	0.381150284757	Place	0.381150284757	Continent	0.286075106566	Settlement	0.284540459257	Organisation	0.216962391149	Agent	0.216962391149	Company	0.161203427569		GOLD_STANDARD:	Place	PopulatedPlace	Country
Britain_**_http://dbpedia.org/resource/United_Kingdom	Continent	0.540757901086	Country	0.356370915553	PopulatedPlace	0.302230079088	Place	0.302230079088	Company	0.158650148042	Organisation	0.14000349476	Agent	0.14000349476	Settlement	0.114439132158		GOLD_STANDARD:	Place	PopulatedPlace	Country
CEFTA_**_http://dbpedia.org/resource/Central_European_Free_Trade_Agreement	Continent	0.243411079445	Country	0.234841368656	PopulatedPlace	0.228477997421	Place	0.228477997421	Settlement	0.208652437197	Company	0.126919956506	Organisation	0.126919956506	Agent	0.126919956506		GOLD_STANDARD:	Agent	Organisation
Europe_**_http://dbpedia.org/resource/Europe	Country	0.43392084707	PopulatedPlace	0.364886831369	Place	0.364886831369	Settlement	0.203807461398	Organisation	0.185340832006	Agent	0.185340832006	Company	0.16598408286		GOLD_STANDARD:	Place	PopulatedPlace	Continent
Czech_**_http://dbpedia.org/resource/Czech_Republic	Country	0.493895140713	PopulatedPlace	0.428822021756	Place	0.428822021756	Settlement	0.33718300361	Continent	0.313300362452	Organisation	0.19429678815	Agent	0.19429678815	Company	0.148110510076		GOLD_STANDARD:	Place	PopulatedPlace	Country
Polish_**_http://dbpedia.org/resource/Poland	Country	0.466370054722	PopulatedPlace	0.42698886942	Place	0.42698886942	Settlement	0.393831067388	Continent	0.290175163703	Organisation	0.145029097353	Agent	0.145029097353	Company	0.124684952692		GOLD_STANDARD:	Place	PopulatedPlace	Country
Germany_**_http://dbpedia.org/resource/Germany	Continent	0.6301707383	Country	0.475041601699	PopulatedPlace	0.428721365819	Place	0.428721365819	Settlement	0.268931103233	Organisation	0.165818028258	Agent	0.165818028258	Company	0.144152857615		GOLD_STANDARD:	Place	PopulatedPlace	Country
Reuters_**_http://dbpedia.org/resource/Reuters	Continent	0.1922582853	Country	0.169652294095	PopulatedPlace	0.162481000925	Place	0.162481000925	Settlement	0.13582222207	Company	0.100271925095	Organisation	0.0735164926484	Agent	0.0735164926484		GOLD_STANDARD:	Agent	Organisation	Company
Tychy_**_http://dbpedia.org/resource/Tychy	Continent	0.309003685916	Country	0.296518162877	PopulatedPlace	0.292234467143	Place	0.292234467143	Settlement	0.268856922688	Organisation	0.139630569026	Agent	0.139630569026	Company	0.113776629426		GOLD_STANDARD:	Place	PopulatedPlace	Settlement
Poland_**_http://dbpedia.org/resource/Poland	Country	0.538811971036	Continent	0.508226878991	PopulatedPlace	0.501845724004	Place	0.501845724004	Settlement	0.425786178279	Organisation	0.178186420777	Agent	0.178186420777	Company	0.123309923715		GOLD_STANDARD:	Place	PopulatedPlace	Country
